Number_of_Bulges,Number_of_Loops,Number_of_Junctions,Number_of_Helices,Number_of_Bonds,Abstract shape Lev5,Shape counts,Total Shapes,Shannons Entropy H,2^H
1,2,1,7,25,"['[]' '[][]' '[[][][]]' '[]' '[][]' '[][[][]]' '[[][]]' '[][]' '[][]' '[]'
 '[][]' '[][][][]' '[]' '[]' '[[][][][]]' '[]' '[][]' '[][[][]]' '[[][]]'
 '[[][][]]' '[][]' '[[][]]' '[]' '[][]' '[]' '[][][]' '[[][]][]' '[[][]]'
 '[[][][]]' '[][]' '[[][]][]' '[][]' '[][]' '[][][]' '[[][][]][]' '[][][]'
 '[][][]' '[][][]' '[][]' '[][]' '[][][][]' '[][][]' '[][][]' '[[][]][]'
 '[][][]' '[][[][][]]' '[]' '[][][]' '[[][][]]' '[]' '[]' '[[][]]' '[]'
 '[[][][]][]' '[[][]]' '[][]' '[][[][]]']"," '[][]': 14, '[]': 12, '[][][]': 9, '[[][]]': 6, '[[][][]]': 4, '[][[][]]': 3, '[[][]][]': 3, '[][][][]': 2, '[[][][]][]': 2, '[[][][][]]': 1, '[][[][][]]': 1 ",57,2.993040998,7.961504017
1,3,0,8,28,"['[][][]' '[][[][]]' '[][][][]' '[][][]' '[[][[][]]]' '[][]' '[][]'
 '[][[][]]' '[][][]' '[][]' '[][][]' '[[][]][]' '[[][]]' '[][]' '[][][]'
 '[][]' '[][]' '[[][][]]' '[][[][]]' '[][]' '[][]' '[][]' '[][[][]]'
 '[][]' '[][][]' '[][]' '[][][][]' '[][]' '[][][]' '[[][]]' '[]' '[[][]]'
 '[][]' '[[][]]' '[][][][]' '[[][][]]' '[][]' '[[][][]]' '[[][]]'
 '[][[][]]' '[][]' '[][]' '[][]' '[][[][]]' '[][][][]' '[[][]]' '[][][]'
 '[[][]]' '[[][][]]' '[][][]' '[]' '[][][]' '[][]' '[][][]' '[[][]]'
 '[][][]' '[][][]']"," '[][]': 18, '[][][]': 13, '[[][]]': 8, '[][[][]]': 6, '[][][][]': 4, '[[][][]]': 4, '[]': 2, '[[][[][]]]': 1, '[[][]][]': 1 ",57,2.663168236,6.334225532
0,3,0,7,26,"['[][]' '[][][][]' '[]' '[[][]][]' '[][]' '[][][]' '[][]' '[[][]][]'
 '[][]' '[][][]' '[][]' '[][]' '[][]' '[[][]]' '[][][]' '[]' '[][]' '[]'
 '[][][]' '[]' '[]' '[][]' '[][[][]]' '[][][]' '[][][]' '[]' '[[][]]'
 '[[][]]' '[][]' '[][][]' '[][]' '[[][][]]' '[][]' '[][]' '[][][]' '[][]'
 '[][]' '[][]' '[[][]]' '[][]' '[][]' '[]' '[][]' '[][][][]' '[[][]][]'
 '[]' '[][]' '[][]' '[]' '[]' '[][]' '[][]' '[[][]]' '[][][]' '[[][]]'
 '[]']"," '[][]': 23, '[]': 11, '[][][]': 9, '[[][]]': 6, '[[][]][]': 3, '[][][][]': 2, '[][[][]]': 1, '[[][][]]': 1 ",56,2.362896702,5.144021605
1,2,0,8,25,"['[][]' '[[][][]]' '[][][]' '[][]' '[][]' '[[][[][]]]' '[][][]' '[[][][]]'
 '[][]' '[[][][]]' '[]' '[][]' '[[][]]' '[][][]' '[][][][][]' '[]'
 '[][[][]]' '[[][[][]]]' '[][]' '[][]' '[[][]]' '[][][]' '[]' '[[][][]]'
 '[][]' '[][][]' '[][]' '[]' '[][]' '[]' '[[][][][]]' '[][][]' '[][]'
 '[][]' '[][]' '[[][][]]' '[][][]' '[][][]' '[][][]' '[][][]' '[][][]'
 '[][]' '[][][]' '[][]' '[[][]]' '[][][]' '[][]' '[][][]' '[][[][]]'
 '[][]' '[[][][][]]' '[[][][]]' '[[][]]' '[][]' '[][]' '[[][][]]']"," '[][]': 19, '[][][]': 14, '[[][][]]': 7, '[]': 5, '[[][]]': 4, '[[][[][]]]': 2, '[][[][]]': 2, '[[][][][]]': 2, '[][][][][]': 1 ",56,2.606020697,6.088220866
0,2,0,8,30,"['[][]' '[[][]][]' '[][][]' '[[][]]' '[[][]]' '[[][]]' '[][[][]]' '[][][]'
 '[][]' '[][]' '[][]' '[[][]]' '[][]' '[][]' '[][]' '[[][][]]' '[][][]'
 '[[][]]' '[][][]' '[[][][][]]' '[[][]][]' '[[][]]' '[[][]][]'
 '[[][]][][]' '[]' '[[][][]]' '[[][]]' '[][][]' '[[][]]' '[]' '[[][]]'
 '[][]' '[[][]]' '[][][]' '[]' '[]' '[][]' '[]' '[[][]]' '[[][]]'
 '[][[][]]' '[][]' '[]' '[[][]]' '[]' '[][][]' '[[][][][]]' '[][]' '[][]'
 '[[[][]][]]' '[[][]]' '[]' '[][][]' '[]' '[[][[][][]]]' '[][]']"," '[[][]]': 14, '[][]': 13, '[]': 9, '[][][]': 8, '[[][]][]': 3, '[][[][]]': 2, '[[][][]]': 2, '[[][][][]]': 2, '[[][]][][]': 1, '[[[][]][]]': 1, '[[][[][][]]]': 1 ",56,2.866410319,7.292484017
1,2,0,9,29,"['[]' '[][]' '[][][]' '[][][]' '[[][]][]' '[][]' '[][[][][][]]' '[[][][]]'
 '[][][]' '[][]' '[][][]' '[][]' '[[][]][][]' '[][]' '[][][]' '[][]'
 '[[][]]' '[][][]' '[][]' '[][][]' '[]' '[]' '[]' '[][]' '[]' '[][][]'
 '[[][]]' '[][]' '[][][]' '[][]' '[[][]]' '[[][][]]' '[][][]' '[][]'
 '[][]' '[][]' '[][][][]' '[][][]' '[][]' '[][]' '[[][]]' '[[][]]' '[][]'
 '[][][]' '[]' '[[][]]' '[][]' '[][][][]' '[[][]][]' '[][]' '[][][][]'
 '[][]' '[][[][]]' '[[][]][]' '[][]']"," '[][]': 20, '[][][]': 12, '[]': 6, '[[][]]': 6, '[[][]][]': 3, '[][][][]': 3, '[[][][]]': 2, '[][[][][][]]': 1, '[[][]][][]': 1, '[][[][]]': 1 ",55,2.654315406,6.295475746
1,1,0,8,29,"['[][]' '[][]' '[][]' '[][][]' '[][]' '[][]' '[][[][]]' '[][][]' '[][]'
 '[[][][]]' '[[][]]' '[][]' '[]' '[]' '[[][][]]' '[[][]]' '[][][]' '[]'
 '[][]' '[][]' '[][]' '[][[][]]' '[[][]]' '[]' '[][]' '[][]' '[[][]][]'
 '[][][]' '[[][]]' '[][]' '[]' '[][]' '[][]' '[][]' '[]' '[][]' '[][][]'
 '[][[][]]' '[[][][]]' '[][]' '[][]' '[][]' '[][]' '[]' '[][[][]]' '[][]'
 '[][]' '[[][]]' '[][][][]' '[[][]][]' '[][][]' '[][[][]]' '[][]' '[]'
 '[]']"," '[][]': 24, '[]': 9, '[][][]': 6, '[][[][]]': 5, '[[][]]': 5, '[[][][]]': 3, '[[][]][]': 2, '[][][][]': 1 ",55,2.434953014,5.407467217
1,1,0,7,28,"['[][[][]]' '[][][]' '[]' '[][][]' '[][]' '[][][[][]]' '[[][]]' '[[][][]]'
 '[][][]' '[][]' '[][]' '[][][]' '[][]' '[]' '[][][]' '[][][]' '[][][]'
 '[][]' '[[][]][]' '[][]' '[]' '[][][]' '[][[][][]]' '[][]' '[[][][][]]'
 '[][]' '[][]' '[][][]' '[][]' '[][][]' '[][][]' '[][][]' '[[][]]' '[][]'
 '[]' '[][]' '[]' '[][][]' '[][]' '[[][]]' '[][]' '[][]' '[][][]' '[][]'
 '[][]' '[[][][]]' '[[][][]]' '[][]' '[][][]' '[][][][]' '[[][]]' '[][]'
 '[[][]][]' '[][][]' '[][]']"," '[][]': 20, '[][][]': 16, '[]': 5, '[[][]]': 4, '[[][][]]': 3, '[[][]][]': 2, '[][[][]]': 1, '[][][[][]]': 1, '[][[][][]]': 1, '[[][][][]]': 1, '[][][][]': 1 ",55,2.566758079,5.924765605
1,2,1,6,26,"['[]' '[][]' '[][]' '[]' '[]' '[][][][]' '[][][]' '[][][]' '[[][[][]]]'
 '[][[][]]' '[][]' '[][][]' '[]' '[[][][][]]' '[[][]]' '[][]' '[][]'
 '[[][][]]' '[][]' '[]' '[][][]' '[][][]' '[][]' '[][][]' '[][]' '[][]'
 '[[][][]]' '[][][]' '[[][][]]' '[[][][]]' '[[][]]' '[][][]' '[[][]]'
 '[[][]]' '[][][]' '[[][]]' '[]' '[[][]]' '[]' '[[][]]' '[]' '[][]' '[][]'
 '[[][]]' '[]' '[[][][][]]' '[][][]' '[[][]]' '[[][][]]' '[[][]][]' '[][]'
 '[][]' '[][][]' '[][][]' '[[][]]']"," '[][]': 13, '[][][]': 12, '[[][]]': 10, '[]': 9, '[[][][]]': 5, '[[][][][]]': 2, '[][][][]': 1, '[[][[][]]]': 1, '[][[][]]': 1, '[[][]][]': 1 ",55,2.754386754,6.747657534
1,2,1,6,27,"['[][]' '[]' '[][]' '[][][]' '[[][]]' '[[][]]' '[[][][]]' '[][][]'
 '[[][][]]' '[[][]]' '[[][]]' '[][]' '[[][]]' '[][]' '[][][][]' '[][][][]'
 '[][]' '[][]' '[[][][]]' '[][[][]]' '[[][]]' '[][]' '[][]' '[][[][]]'
 '[][]' '[][]' '[][]' '[][]' '[][[][]]' '[][]' '[][][]' '[][]' '[][][]'
 '[][]' '[][]' '[][]' '[[][]]' '[[][]][][]' '[[][]][]' '[][]' '[][][]'
 '[][]' '[[][]][]' '[[][][]]' '[]' '[][]' '[][]' '[][]' '[][][][]'
 '[[][]]' '[[][]][]' '[][]' '[][[][]]' '[][]' '[][]']"," '[][]': 25, '[[][]]': 8, '[][][]': 5, '[[][][]]': 4, '[][[][]]': 4, '[][][][]': 3, '[[][]][]': 3, '[]': 2, '[[][]][][]': 1 ",55,2.522890255,5.747323494
0,3,0,7,27,"['[][[][]]' '[][[][]]' '[][][]' '[][[][]]' '[][]' '[[][][]]' '[][][]' '[]'
 '[][]' '[[][]][]' '[][]' '[][][]' '[][]' '[]' '[]' '[][]' '[][]'
 '[[][]][]' '[]' '[][[][]]' '[]' '[[][]]' '[][][]' '[[][][]]' '[[][][]]'
 '[[][]]' '[][]' '[[][]]' '[][]' '[][]' '[][]' '[[][]][]' '[][][]'
 '[[][]][]' '[][]' '[][]' '[][]' '[]' '[[][]][]' '[][][]' '[][][]' '[][]'
 '[][]' '[][][]' '[[][[][]]]' '[][][]' '[[][]]' '[][]' '[[][]]' '[][[][]]'
 '[[][]]' '[][]' '[[][]]' '[][]']"," '[][]': 18, '[][][]': 9, '[[][]]': 7, '[]': 6, '[][[][]]': 5, '[[][]][]': 5, '[[][][]]': 3, '[[][[][]]]': 1 ",54,2.667417077,6.352907781
0,3,0,7,29,"['[][][]' '[[][][]]' '[[][][]]' '[]' '[]' '[]' '[[][][]]' '[]' '[][]'
 '[][]' '[][]' '[][]' '[[][]][]' '[]' '[][][]' '[[][][]]' '[][][]' '[][]'
 '[][]' '[][]' '[]' '[][]' '[][]' '[][][][]' '[][][]' '[[][]]' '[[][]][]'
 '[][]' '[][][]' '[]' '[]' '[][][]' '[][][]' '[[][]]' '[[][][]][]'
 '[][][]' '[]' '[][]' '[]' '[][]' '[][][]' '[][][]' '[][]' '[][[][]]'
 '[][[][][]]' '[][][]' '[[][]][]' '[][][]' '[[][]]' '[]' '[][][]' '[][]'
 '[][]' '[[][]][]']"," '[][]': 15, '[][][]': 13, '[]': 11, '[[][][]]': 4, '[[][]][]': 4, '[[][]]': 3, '[][][][]': 1, '[[][][]][]': 1, '[][[][]]': 1, '[][[][][]]': 1 ",54,2.689744714,6.451992286
0,3,0,6,27,"['[[][]]' '[]' '[][[][]]' '[[][]]' '[][[][]]' '[[][]]' '[[][][]]'
 '[][][[][]]' '[][]' '[][][]' '[][]' '[[][][]]' '[][]' '[][]' '[[][]]'
 '[][]' '[[][][]]' '[[][]][]' '[[][]]' '[[][]][]' '[][]' '[[][]]' '[][]'
 '[][][]' '[[][]]' '[][][]' '[][]' '[[][]]' '[[][]][]' '[][][]' '[[][]]'
 '[[][][][]]' '[[][][][]]' '[][[][]]' '[][]' '[][]' '[][]' '[[][]]' '[][]'
 '[][][][]' '[][]' '[][]' '[][]' '[[][]]' '[[][][]]' '[[][]]' '[][]'
 '[[][]]' '[[][]][]' '[][]' '[][]' '[][]' '[][]' '[][]']"," '[][]': 21, '[[][]]': 13, '[[][][]]': 4, '[][][]': 4, '[[][]][]': 4, '[][[][]]': 3, '[[][][][]]': 2, '[]': 1, '[][][[][]]': 1, '[][][][]': 1 ",54,2.586382507,6.005908549
2,3,1,8,29,"['[[][]]' '[][]' '[[][]]' '[][][]' '[][][]' '[][[][]]' '[[][]]' '[][]'
 '[][][]' '[][][]' '[[][][]]' '[[][][]]' '[]' '[[][]][]' '[][]' '[]'
 '[][]' '[][]' '[[][][]]' '[]' '[[][]]' '[][]' '[[][][]]' '[]' '[][][]'
 '[][]' '[[][]][]' '[[][]]' '[[][]]' '[[][]]' '[]' '[]' '[[][]][]'
 '[][][]' '[][][]' '[]' '[][]' '[]' '[[][]]' '[][][]' '[]' '[][]' '[[][]]'
 '[[][]]' '[][]' '[][]' '[][]' '[[][]]' '[][]' '[[][]]' '[][]' '[[][][]]'
 '[][][]' '[][]']"," '[][]': 15, '[[][]]': 12, '[][][]': 9, '[]': 9, '[[][][]]': 5, '[[][]][]': 3, '[][[][]]': 1 ",54,2.513293299,5.709218587
0,2,1,6,25,"['[[][]]' '[][]' '[][]' '[][]' '[[][][]]' '[[][][]]' '[][][]' '[]' '[][]'
 '[][][]' '[][[][]]' '[[][]]' '[]' '[][]' '[][]' '[][]' '[][]' '[][]' '[]'
 '[[][]]' '[][]' '[][]' '[[][]]' '[][][]' '[[][][]]' '[]' '[]' '[[][]]'
 '[]' '[[][][]]' '[][]' '[]' '[][][]' '[][][]' '[][]' '[[][][]]' '[][]'
 '[[][]]' '[[][][]]' '[][][]' '[][][]' '[[][]]' '[][]' '[][]' '[]' '[]'
 '[][]' '[][]' '[][]' '[][][]' '[][]' '[]' '[][]']"," '[][]': 21, '[]': 10, '[][][]': 8, '[[][]]': 7, '[[][][]]': 6, '[][[][]]': 1 ",53,2.244539204,4.738857253
1,3,1,6,28,"['[][][]' '[][]' '[][]' '[][]' '[][][]' '[]' '[][]' '[]' '[[][][]][]'
 '[[][]]' '[[][]]' '[][][][]' '[][][]' '[]' '[]' '[][]' '[[][]]' '[][]'
 '[][][]' '[][]' '[]' '[][][]' '[][]' '[][[][]]' '[]' '[][]' '[[][][]]'
 '[][]' '[[][]]' '[][][]' '[][]' '[[][]]' '[]' '[[][]][]' '[]' '[][][]'
 '[][]' '[[][]]' '[[][]]' '[][][][]' '[][][]' '[][]' '[[][][]]' '[][]'
 '[[][]]' '[][]' '[][][]' '[][]' '[]' '[[][]]' '[][]' '[][][]'
 '[][[][][]]']"," '[][]': 17, '[][][]': 10, '[]': 9, '[[][]]': 9, '[][][][]': 2, '[[][][]]': 2, '[[][][]][]': 1, '[][[][]]': 1, '[[][]][]': 1, '[][[][][]]': 1 ",53,2.638018581,6.224761585
1,2,0,6,29,"['[]' '[][]' '[][]' '[][][]' '[][][][]' '[]' '[][][]' '[][[][]]'
 '[[][][]]' '[][]' '[][]' '[][][]' '[][]' '[[][]]' '[][][][]' '[][]'
 '[[][]]' '[]' '[[][]][]' '[][]' '[][][][]' '[[][]]' '[][]' '[[][]]'
 '[][]' '[][][]' '[[][][][]]' '[][[][]]' '[[][][]]' '[][][]' '[]'
 '[[][]][]' '[][[][]]' '[][]' '[][[][]]' '[[][]]' '[][]' '[][]' '[[][][]]'
 '[][]' '[]' '[][[][]]' '[[][]]' '[[][]]' '[][]' '[][][]' '[][]' '[][]'
 '[][]' '[]' '[][][]' '[[][]]' '[][][]']"," '[][]': 17, '[][][]': 8, '[[][]]': 8, '[]': 6, '[][[][]]': 5, '[][][][]': 3, '[[][][]]': 3, '[[][]][]': 2, '[[][][][]]': 1 ",53,2.78233444,6.879646517
0,2,0,8,27,"['[[][]]' '[][]' '[[][]]' '[][]' '[][]' '[]' '[][][]' '[][][]' '[][]'
 '[][]' '[[][]]' '[[][][]]' '[[][]][]' '[]' '[][]' '[][][]' '[]' '[][]'
 '[][][]' '[[][][]]' '[][][]' '[][[][]][]' '[][][]' '[][][]' '[][][]'
 '[][][]' '[[][]]' '[][][][]' '[[][][]]' '[][]' '[]' '[]' '[[][]]'
 '[[][][][]]' '[[][][][]]' '[][]' '[][][]' '[][]' '[[][]][]' '[][]'
 '[[][]]' '[][]' '[][]' '[[][]]' '[][]' '[][]' '[[][]][]' '[][]' '[][]'
 '[[][][]]' '[]' '[]' '[][]']"," '[][]': 18, '[][][]': 10, '[[][]]': 7, '[]': 7, '[[][][]]': 4, '[[][]][]': 3, '[[][][][]]': 2, '[][[][]][]': 1, '[][][][]': 1 ",53,2.66498107,6.342189874
1,3,1,8,29,"['[][]' '[[][]]' '[][]' '[]' '[][]' '[][][]' '[][][]' '[][]' '[][]'
 '[[][]]' '[][]' '[][[][]]' '[[][]]' '[][]' '[][]' '[]' '[[][]]' '[][]'
 '[[][]]' '[]' '[][[][][]]' '[[][]]' '[][][]' '[][]' '[[][]][]' '[][]'
 '[][][][]' '[]' '[][]' '[[][]]' '[][]' '[[][][][]]' '[][][]' '[[][]]'
 '[]' '[][][]' '[]' '[][[][]]' '[][]' '[][]' '[]' '[[][][]]' '[][][]'
 '[[][]]' '[[][]][]' '[][][]' '[][[][]]' '[[][[][]]]' '[]' '[][]' '[][]'
 '[][]' '[][]']"," '[][]': 19, '[[][]]': 9, '[]': 8, '[][][]': 7, '[][[][]]': 3, '[[][]][]': 2, '[][[][][]]': 1, '[][][][]': 1, '[[][][][]]': 1, '[[][][]]': 1, '[[][[][]]]': 1 ",53,2.715725743,6.569236671
1,1,0,7,27,"['[][][]' '[][][][]' '[][]' '[[][][]]' '[][][]' '[][]' '[][]' '[][]'
 '[][]' '[][]' '[[][]]' '[[][][]]' '[]' '[][][]' '[]' '[[][]]' '[[][][]]'
 '[][][]' '[][][]' '[]' '[[][]]' '[][[][]]' '[][]' '[[][]]' '[][[][]]'
 '[][[][]]' '[][]' '[][][]' '[][]' '[[][]][]' '[]' '[[][]]' '[][][]'
 '[[][][]][]' '[][][]' '[[][]][][]' '[]' '[][]' '[][]' '[[][]]' '[][[][]]'
 '[][]' '[][][]' '[][]' '[][]' '[[][]]' '[][][]' '[][][]' '[][]'
 '[][[][]]' '[][]' '[][]' '[][]']"," '[][]': 18, '[][][]': 11, '[[][]]': 7, '[]': 5, '[][[][]]': 5, '[[][][]]': 3, '[][][][]': 1, '[[][]][]': 1, '[[][][]][]': 1, '[[][]][][]': 1 ",53,2.695127044,6.476107997
1,3,1,7,30,"['[][]' '[[][]]' '[[][]]' '[][]' '[[][]]' '[]' '[]' '[[][][]]' '[[][]][]'
 '[][][]' '[][]' '[[][]]' '[]' '[[][]][]' '[[][]][]' '[[][][]]'
 '[][][][][]' '[][]' '[][]' '[]' '[][]' '[[][][]]' '[][][][]' '[][]'
 '[][][]' '[[][]]' '[[][]]' '[][][]' '[][]' '[][]' '[][]' '[[][]]'
 '[[][]]' '[][][]' '[][]' '[[][][]]' '[[][]]' '[][][]' '[][[][]]' '[]'
 '[][][]' '[]' '[][]' '[[][][][]]' '[][][]' '[][]' '[]' '[[][]]' '[][][]'
 '[]' '[][][]' '[][]']"," '[][]': 14, '[[][]]': 10, '[][][]': 9, '[]': 8, '[[][][]]': 4, '[[][]][]': 3, '[][][][][]': 1, '[][][][]': 1, '[][[][]]': 1, '[[][][][]]': 1 ",52,2.781084673,6.873689448
0,3,1,7,29,"['[[][]]' '[[][]]' '[]' '[][][]' '[][]' '[][]' '[][]' '[]' '[][][]'
 '[[][]][]' '[][[][]]' '[[][]]' '[][][]' '[][]' '[]' '[]' '[][][]'
 '[][][]' '[][]' '[[][]]' '[[][]]' '[][][][]' '[[][][]]' '[][]' '[]'
 '[[][[][]]]' '[[][][]]' '[[][]]' '[[][][]]' '[]' '[][]' '[][]' '[][]'
 '[][][]' '[][[][]]' '[][[][]]' '[]' '[][]' '[[][]]' '[][][][][]' '[][]'
 '[][[][]]' '[]' '[][][]' '[][]' '[][]' '[][[][]]' '[][][]' '[][]' '[]'
 '[][][]' '[]']"," '[][]': 14, '[]': 10, '[][][]': 9, '[[][]]': 7, '[][[][]]': 5, '[[][][]]': 3, '[[][]][]': 1, '[][][][]': 1, '[[][[][]]]': 1, '[][][][][]': 1 ",52,2.795293808,6.941723053
0,2,0,8,29,"['[[][]]' '[[][]]' '[][]' '[[][][]]' '[[][]]' '[][][]' '[][][]' '[[][][]]'
 '[][[][]]' '[][]' '[]' '[][]' '[]' '[][]' '[][][]' '[][[][][]]' '[][][]'
 '[[][]]' '[[][]]' '[][]' '[[][][]]' '[]' '[][]' '[][][]' '[][]' '[][]'
 '[][[][]]' '[][]' '[][[[][]][]]' '[][][]' '[][][]' '[[][]]' '[][][]' '[]'
 '[][][]' '[][]' '[][][]' '[[][]]' '[]' '[]' '[][][]' '[][]' '[][][]'
 '[[][]]' '[[][[][]]]' '[[][]][]' '[][][]' '[][]' '[][]' '[][]' '[][][]'
 '[[][][]]']"," '[][]': 14, '[][][]': 14, '[[][]]': 8, '[]': 6, '[[][][]]': 4, '[][[][]]': 2, '[][[][][]]': 1, '[][[[][]][]]': 1, '[[][[][]]]': 1, '[[][]][]': 1 ",52,2.698214472,6.489981976
1,3,0,8,30,"['[[][]]' '[][][]' '[][][]' '[[][]]' '[][][]' '[][]' '[][][]' '[][][]'
 '[][][]' '[][][]' '[]' '[][][]' '[][]' '[[][][]]' '[[][]]' '[][[][]][]'
 '[]' '[][][]' '[[][]][]' '[][][]' '[]' '[][]' '[][][]' '[][]' '[][]'
 '[[][]]' '[][[][]]' '[][]' '[][]' '[][]' '[][[][]]' '[[][]]' '[]'
 '[[][][]]' '[][]' '[[][]][]' '[][]' '[][][][]' '[[][]]' '[][]' '[][][]'
 '[[][]]' '[][]' '[[][][]]' '[[][]]' '[][]' '[][]' '[[][][]]' '[[][]]'
 '[[][]]' '[][]']"," '[][]': 15, '[][][]': 12, '[[][]]': 10, '[]': 4, '[[][][]]': 4, '[[][]][]': 2, '[][[][]]': 2, '[][[][]][]': 1, '[][][][]': 1 ",51,2.636303972,6.217367993
1,1,0,6,26,"['[][][]' '[]' '[]' '[[][]][]' '[[][]]' '[[][][]]' '[][]' '[][][]'
 '[][][]' '[[][]]' '[[][][][]]' '[[][]]' '[][][]' '[[][]]' '[][[][][]]'
 '[]' '[][]' '[][]' '[][]' '[][[][]]' '[][][]' '[][]' '[][[][]]' '[[][]]'
 '[][]' '[][]' '[[][]]' '[[][]]' '[][][]' '[][]' '[][]' '[][]' '[][]'
 '[][]' '[][][]' '[]' '[[][]]' '[][]' '[[][][]][]' '[][][]' '[]' '[][]'
 '[][[][]]' '[[][]]' '[][]' '[][][]' '[]' '[]' '[[][]]' '[[][][]]'
 '[[][][]]']"," '[][]': 15, '[[][]]': 10, '[][][]': 9, '[]': 7, '[[][][]]': 3, '[][[][]]': 3, '[[][]][]': 1, '[[][][][]]': 1, '[][[][][]]': 1, '[[][][]][]': 1 ",51,2.740793492,6.684378797
0,2,1,6,27,"['[][][]' '[][]' '[]' '[][]' '[][][][]' '[]' '[[][]]' '[[][][]][]' '[][]'
 '[][]' '[[][]]' '[][][]' '[[][][]]' '[][]' '[[][]]' '[][]' '[][][]'
 '[[][][]]' '[][]' '[[][]]' '[][]' '[][][][]' '[][]' '[][]' '[[][][]]'
 '[][][]' '[]' '[][][]' '[][]' '[[][]]' '[][]' '[]' '[][]' '[][]' '[][]'
 '[][]' '[]' '[][][][]' '[][]' '[][[][]]' '[[][]]' '[][[][]]' '[][][]'
 '[][][][]' '[]' '[[][][]]' '[]' '[]' '[][[][]]' '[[][][]]' '[][[][]]']"," '[][]': 17, '[]': 8, '[][][]': 6, '[[][]]': 6, '[[][][]]': 5, '[][][][]': 4, '[][[][]]': 4, '[[][][]][]': 1 ",51,2.689757523,6.452049571
0,3,0,6,28,"['[[][][]]' '[][]' '[][][]' '[[][][]]' '[][]' '[][]' '[[][]]' '[][]'
 '[][[][]]' '[][]' '[]' '[][]' '[]' '[][]' '[][[][]][]' '[[][]][]' '[][]'
 '[][][]' '[][]' '[][[][]]' '[[][]]' '[][]' '[][][]' '[[][]]' '[]' '[][]'
 '[][]' '[][]' '[][]' '[][]' '[][][]' '[[][]]' '[[][]]' '[[][][]]'
 '[[][]]' '[]' '[[][][]]' '[[][][][]]' '[][]' '[][][]' '[][]' '[][]' '[]'
 '[][]' '[][]' '[]' '[][[][]]' '[[][]]' '[[][]]' '[][][][]' '[][][]']"," '[][]': 20, '[[][]]': 8, '[][][]': 6, '[]': 6, '[[][][]]': 4, '[][[][]]': 3, '[][[][]][]': 1, '[[][]][]': 1, '[[][][][]]': 1, '[][][][]': 1 ",51,2.64864104,6.270763196
2,2,0,8,25,"['[]' '[][]' '[[][]]' '[][]' '[]' '[][]' '[][]' '[][][]' '[][]' '[][][]'
 '[][][]' '[][]' '[[][]]' '[][]' '[]' '[][]' '[[][]][]' '[][][][]' '[][]'
 '[[][]]' '[][]' '[][]' '[][]' '[[][]]' '[][]' '[][]' '[][][]' '[[][]]'
 '[][][]' '[][]' '[][][][]' '[][]' '[[][][]]' '[][][]' '[][][]' '[][]'
 '[[][]]' '[][[][]]' '[][]' '[][]' '[][][]' '[][][]' '[[][][]]' '[][]'
 '[][][]' '[][]' '[[][]]' '[[][]]' '[][][][]' '[][]' '[][]']"," '[][]': 23, '[][][]': 10, '[[][]]': 8, '[]': 3, '[][][][]': 3, '[[][][]]': 2, '[[][]][]': 1, '[][[][]]': 1 ",51,2.284759049,4.872827154
1,2,0,9,31,"['[[][]][][]' '[][][]' '[][]' '[][[][]]' '[][]' '[]' '[][]' '[][][]'
 '[][[][][]]' '[]' '[[][]]' '[]' '[]' '[]' '[[][]]' '[][]' '[[][]]'
 '[][][]' '[[][][]]' '[]' '[][[][]]' '[[][]][]' '[][[][]]' '[]' '[[][][]]'
 '[[][][]]' '[]' '[[][][]]' '[]' '[][]' '[]' '[[][]]' '[][[][]]'
 '[[][]][]' '[]' '[]' '[][]' '[][][][]' '[][]' '[]' '[][[][]]' '[[][]][]'
 '[][]' '[][][]' '[][[][]][]' '[][[][]]' '[]' '[][]' '[][]' '[][]'
 '[[][]]']"," '[]': 14, '[][]': 11, '[][[][]]': 6, '[[][]]': 5, '[][][]': 4, '[[][][]]': 4, '[[][]][]': 3, '[[][]][][]': 1, '[][[][][]]': 1, '[][][][]': 1, '[][[][]][]': 1 ",51,2.942405348,7.686918369
1,2,1,8,30,"['[[][][]]' '[][]' '[[][]]' '[][][[][]]' '[]' '[][]' '[][]' '[][]' '[]'
 '[[][]]' '[][]' '[][][]' '[[][][][][]]' '[[][]]' '[][][][]' '[][]'
 '[][[][]]' '[][]' '[][][]' '[][][]' '[][][]' '[][]' '[][]' '[[][]]'
 '[[][]]' '[][[][]]' '[[][][]]' '[][][]' '[][][][]' '[][]' '[][]' '[][]'
 '[][][]' '[[][]]' '[][][]' '[][][]' '[][]' '[[][]][]' '[][]' '[]' '[]'
 '[]' '[][]' '[][][]' '[][][][][]' '[][][]' '[][][]' '[[][]]' '[][][]'
 '[][][]']"," '[][]': 15, '[][][]': 13, '[[][]]': 7, '[]': 5, '[[][][]]': 2, '[][][][]': 2, '[][[][]]': 2, '[][][[][]]': 1, '[[][][][][]]': 1, '[[][]][]': 1, '[][][][][]': 1 ",50,2.764452186,6.794899372
